Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longtitude,Regionname,Propertycount,ParkingArea,Price
Sunbury,1 Whitty La,3,h,SP,Leeburn,16/09/2017,31.7,3429.0,3.0,2.0,2.0,350.0,220,2004.0,Hume City Council,-37.58883,144.70202,Western Metropolitan,14092.0,Detached Garage,436000.0
Boronia,27 Helene Ct,4,h,SP,Barry,3/6/2017,25.0,3155.0,4.0,1.0,3.0,730.0,153,1975.0,Knox City Council,-37.87377,145.28688,Eastern Metropolitan,9704.0,Carport,783000.0
Eaglemont,8 Outlook Dr,4,h,VB,Miles,27/11/2016,10.3,3084.0,4.0,2.0,2.0,1484.0,478,1970.0,Banyule City Council,-37.769,145.0616,Eastern Metropolitan,1651.0,Indoor,2550000.0
Newport,91 High St,4,h,S,Greg,16/04/2016,8.4,3015.0,3.0,1.0,1.0,619.0,151,1915.0,Hobsons Bay City Council,-37.839,144.8854,Western Metropolitan,5498.0,Indoor,970000.0
Bentleigh East,96 Brady Rd,3,h,S,Buxton,7/5/2016,13.9,3165.0,3.0,2.0,2.0,627.0,140,1950.0,Glen Eira City Council,-37.9284,145.0668,Southern Metropolitan,10969.0,Carport,1050000.0
Albert Park,2 Dundas Pl,3,h,S,Cayzer,10/12/2016,3.3,3206.0,3.0,2.0,1.0,177.0,181,1880.0,Port Phillip City Council,-37.8415,144.9585,Southern Metropolitan,3280.0,Carport,2615000.0
Essendon North,8A Salisbury St,2,h,SP,Nelson,24/02/2018,8.2,3041.0,2.0,1.0,1.0,314.0,102,1940.0,Moonee Valley City Council,-37.73613,144.90235,Western Metropolitan,1308.0,Detached Garage,710000.0
Williamstown,139 Cecil St,4,h,S,Raine,27/11/2016,8.0,3016.0,4.0,1.0,3.0,765.0,257,1880.0,Hobsons Bay City Council,-37.8621,144.8999,Western Metropolitan,6380.0,Indoor,2255000.0
Preston,21 George St,2,h,S,Nelson,27/06/2016,8.8,3072.0,2.0,1.0,1.0,372.0,82,1940.0,Darebin City Council,-37.7348,144.9852,Northern Metropolitan,14577.0,Detached Garage,630000.0
Bentleigh East,3 Veronica St,3,h,S,Buxton,7/5/2016,13.9,3165.0,4.0,2.0,2.0,590.0,118,1960.0,Glen Eira City Council,-37.9256,145.0757,Southern Metropolitan,10969.0,Carport,1390000.0
Forest Hill,52 Parkmore Rd,2,h,S,Ray,15/07/2017,15.4,3131.0,2.0,1.0,1.0,581.0,116.4,1970.0,Whitehorse City Council,-37.84207,145.17795,Eastern Metropolitan,4385.0,Detached Garage,1020000.0
Keilor,22 Karina Ct,4,h,SP,Brad,28/10/2017,14.5,3036.0,4.0,3.0,2.0,1101.0,296.0,1985.0,Brimbank City Council,-37.70572,144.81384,Western Metropolitan,2339.0,Outdoor Stall,1210000.0
Bentleigh East,123 MacKie Rd,3,h,S,hockingstuart,24/09/2016,13.9,3165.0,3.0,2.0,3.0,629.0,168,1950.0,Glen Eira City Council,-37.912,145.0752,Southern Metropolitan,10969.0,Outdoor Stall,1161000.0
Templestowe Lower,157 Swanston St,4,h,PI,Barry,6/8/2016,13.8,3107.0,4.0,2.0,2.0,652.0,189,1973.0,Manningham City Council,-37.7573,145.0994,Eastern Metropolitan,5420.0,Outdoor Stall,990000.0
Footscray,105/72 Cross St,1,u,S,Biggin,16/04/2016,6.4,3011.0,1.0,1.0,1.0,0.0,50,1920.0,Maribyrnong City Council,-37.8006,144.881,Western Metropolitan,7570.0,Carport,375000.0
Bentleigh East,12 Barrani St,3,h,S,Woodards,16/04/2016,13.9,3165.0,3.0,1.0,4.0,726.0,131,1950.0,Glen Eira City Council,-37.9117,145.0695,Southern Metropolitan,10969.0,Attached Garage,1050000.0
Kew,1/321 High St,1,u,S,Marshall,3/6/2017,5.4,3101.0,1.0,1.0,1.0,0.0,62,1900.0,Boroondara City Council,-37.80468,145.03614,Southern Metropolitan,10331.0,Parkade,515000.0
Yarraville,12/35 Princess St,1,u,S,Jas,29/04/2017,7.0,3013.0,1.0,1.0,1.0,0.0,54.0,1970.0,Maribyrnong City Council,-37.8105,144.8952,Western Metropolitan,6543.0,Detached Garage,331000.0
Newport,14 Chalmers La,3,h,SP,Raine,3/12/2016,8.4,3015.0,3.0,2.0,2.0,194.0,176,2010.0,Hobsons Bay City Council,-37.8395,144.8787,Western Metropolitan,5498.0,Attached Garage,900000.0
Caulfield North,3/388 Dandenong Rd,2,u,VB,Gary,28/05/2016,8.1,3161.0,2.0,1.0,1.0,0.0,67,2011.0,Glen Eira City Council,-37.8609,145.0126,Southern Metropolitan,6923.0,Detached Garage,550000.0
Taylors Hill,15 Mitchell Gr,4,h,PI,Barry,17/03/2018,18.0,3037.0,4.0,2.0,2.0,601.0,208,2005.0,Melton City Council,-37.71823,144.75695,Western Metropolitan,4242.0,Indoor,720000.0
Prahran,7/72 Williams Rd,2,u,SP,Thomson,13/05/2017,4.5,3181.0,2.0,1.0,1.0,72.0,69,1976.0,Stonnington City Council,-37.8542,145.0024,Southern Metropolitan,7717.0,Parkade,550000.0
Footscray,58 Cross St,3,h,S,Jellis,14/10/2017,5.1,3011.0,3.0,2.0,2.0,162.0,143,2015.0,Maribyrnong City Council,-37.8007,144.88207,Western Metropolitan,7570.0,Parkade,860000.0
Oakleigh South,1172 North Rd,6,h,S,Harcourts,18/03/2017,14.7,3167.0,6.0,2.0,6.0,1200.0,181,1970.0,Kingston City Council,-37.9099,145.0875,South-Eastern Metropolitan,3692.0,Indoor,1900000.0
Brunswick East,21 Roberts St,3,t,SP,Jellis,7/5/2016,4.5,3057.0,3.0,2.0,1.0,116.0,124,2007.0,Moreland City Council,-37.7667,144.9821,Northern Metropolitan,5533.0,Attached Garage,899000.0
Footscray,12 Tait St,4,h,PI,Biggin,28/05/2016,6.4,3011.0,4.0,2.0,1.0,369.0,151,1910.0,Maribyrnong City Council,-37.7914,144.8957,Western Metropolitan,7570.0,Attached Garage,815000.0
North Melbourne,4/175 Chetwynd St,2,u,S,W.B.,10/12/2016,2.3,3051.0,2.0,2.0,1.0,0.0,98,1998.0,Melbourne City Council,-37.8015,144.9526,Northern Metropolitan,6821.0,Outdoor Stall,720000.0
Burwood,2/3 Havelock St,3,t,S,Noel,17/09/2016,11.7,3125.0,3.0,1.0,2.0,228.0,126,1998.0,Monash City Council,-37.8521,145.1187,Southern Metropolitan,5678.0,Attached Garage,745000.0
Dandenong North,93 Somerset Dr,3,h,S,Harcourts,21/10/2017,24.7,3175.0,3.0,2.0,1.0,696.0,136,1980.0,Greater Dandenong City Council,-37.94694,145.21876,South-Eastern Metropolitan,8322.0,Parkade,717000.0
Coburg North,2 Carr St,3,h,S,Jellis,27/11/2016,9.2,3058.0,3.0,1.0,2.0,575.0,129,1960.0,Darebin City Council,-37.7307,144.9704,Northern Metropolitan,3445.0,Indoor,970000.0
Preston,53 William St,3,h,S,Nelson,8/4/2017,8.8,3072.0,3.0,2.0,2.0,472.0,123,1965.0,Darebin City Council,-37.7336,145.0022,Northern Metropolitan,14577.0,Indoor,917500.0
Bellfield,138 Liberty Pde,3,h,S,Nelson,24/02/2018,8.8,3081.0,3.0,1.0,2.0,612.0,102,1950.0,Banyule City Council,-37.75017,145.03497,Eastern Metropolitan,790.0,Carport,815000.0
Ashburton,38 Karnak Rd,4,h,SP,Marshall,9/12/2017,10.2,3147.0,4.0,2.0,2.0,626.0,156,1950.0,Boroondara City Council,-37.87364,145.07263,Southern Metropolitan,3052.0,Carport,2350000.0
Kensington,208/465 MacAulay Rd,2,u,SP,Rendina,23/04/2016,4.2,3031.0,2.0,1.0,1.0,0.0,84,2010.0,Melbourne City Council,-37.7948,144.9314,Northern Metropolitan,5263.0,Carport,460000.0
Keilor East,1/67 Milleara Rd,2,u,S,Nelson,22/05/2016,12.8,3033.0,5.0,1.0,2.0,0.0,85,1990.0,Brimbank City Council,-37.7346,144.8646,Western Metropolitan,5629.0,Parking Pad,502000.0
Elsternwick,9/39 Horne St,3,t,VB,Beller,8/4/2017,8.5,3185.0,3.0,2.0,2.0,114.0,145,1995.0,Glen Eira City Council,-37.8857,145.0011,Southern Metropolitan,4898.0,Underground,850000.0
Brighton,50 Well St,3,h,S,Buxton,3/12/2016,11.2,3186.0,3.0,1.0,2.0,432.0,122,1930.0,Bayside City Council,-37.9172,144.996,Southern Metropolitan,10579.0,Detached Garage,1975000.0
Carnegie,1/108 Truganini Rd,3,t,PI,Marshall,14/05/2016,11.4,3163.0,3.0,2.0,2.0,325.0,223,2005.0,Glen Eira City Council,-37.8933,145.0546,Southern Metropolitan,7822.0,Underground,970000.0
Murrumbeena,22 Wahroongaa Rd,4,h,S,Marshall,24/06/2017,10.1,3163.0,4.0,1.0,2.0,718.0,181,1920.0,Glen Eira City Council,-37.8888,145.07271,Southern Metropolitan,4442.0,Carport,1920000.0
Glenroy,47 Cardinal Rd,4,h,S,Barry,24/09/2016,13.0,3046.0,4.0,3.0,2.0,693.0,192,2014.0,Moreland City Council,-37.7111,144.9275,Northern Metropolitan,8870.0,Underground,1217500.0
Coburg,34 Soudan St,2,h,S,Nelson,24/06/2017,6.7,3058.0,2.0,1.0,1.0,476.0,97,1930.0,Darebin City Council,-37.73883,144.95321,Northern Metropolitan,11204.0,Detached Garage,996000.0
Dingley Village,8 Rhoda St,3,h,S,Ray,6/1/2018,22.2,3172.0,3.0,1.0,2.0,795.0,152,1975.0,Kingston City Council,-37.98604,145.13088,South-Eastern Metropolitan,3940.0,Attached Garage,952000.0
Brighton East,60 Cummins Rd,3,h,SP,Buxton,26/08/2017,10.3,3187.0,3.0,2.0,2.0,623.0,0,1920.0,Bayside City Council,-37.92698,145.02673,Southern Metropolitan,6938.0,Attached Garage,1650000.0
Port Melbourne,281 Esplanade East,3,h,S,Marshall,6/5/2017,3.8,3207.0,3.0,3.0,0.0,92.0,105,1910.0,Melbourne City Council,-37.8368,144.9463,Southern Metropolitan,8648.0,Detached Garage,1400000.0
Balwyn,22 Yongala St,5,h,PI,Noel,3/12/2016,9.7,3103.0,5.0,3.0,2.0,600.0,356,2006.0,Boroondara City Council,-37.8061,145.0801,Southern Metropolitan,5682.0,Parkade,2250000.0
Moonee Ponds,53 Moore St,4,h,SP,Biggin,26/08/2017,6.2,3039.0,4.0,1.0,1.0,449.0,129,1910.0,Moonee Valley City Council,-37.77081,144.92074,Western Metropolitan,6232.0,Detached Garage,1305000.0
Brunswick West,2/31 Cumming St,3,t,PI,Nelson,20/05/2017,5.9,3055.0,3.0,1.0,2.0,109.0,104,2010.0,Moreland City Council,-37.7609,144.9416,Northern Metropolitan,7082.0,Underground,670000.0
West Footscray,13 Soudan Rd,3,h,S,Brad,10/12/2016,8.2,3012.0,3.0,1.0,1.0,442.0,123,1950.0,Maribyrnong City Council,-37.7914,144.8812,Western Metropolitan,5058.0,Parkade,840000.0
Reservoir,124 Rathcown Rd,2,h,S,hockingstuart,27/06/2016,11.2,3073.0,2.0,1.0,1.0,750.0,92,1960.0,Darebin City Council,-37.7089,145.0192,Northern Metropolitan,21650.0,Indoor,680000.0
Strathmore Heights,12 Boeing Rd,4,h,S,Nelson,12/11/2016,12.5,3041.0,4.0,3.0,2.0,528.0,192,1966.0,Moonee Valley City Council,-37.7137,144.8987,Western Metropolitan,389.0,Outdoor Stall,931999.0
Surrey Hills,255 Elgar Rd,4,h,VB,Fletchers,10/9/2016,11.2,3127.0,4.0,2.0,2.0,809.0,198,1950.0,Boroondara City Council,-37.8337,145.1118,Southern Metropolitan,5457.0,Carport,1300000.0
Yallambie,10 Fahey Cr,3,h,S,Barry,17/03/2018,12.7,3085.0,3.0,1.0,1.0,642.0,131,1960.0,Banyule City Council,-37.72966,145.08211,Northern Metropolitan,1369.0,Parkade,825000.0
Fitzroy North,79 Delbridge St,4,h,S,Nelson,14/05/2016,3.5,3068.0,3.0,2.0,1.0,445.0,175,1890.0,Moreland City Council,-37.786,144.9864,Northern Metropolitan,6244.0,Parking Pad,3400000.0
Richmond,13 McKay St,3,h,VB,Jellis,8/10/2016,2.6,3121.0,3.0,1.0,0.0,176.0,92,1900.0,Yarra City Council,-37.8116,145.0042,Northern Metropolitan,14949.0,Detached Garage,1150000.0
Thornbury,4/2 Strettle St,2,u,S,Love,8/4/2017,6.5,3071.0,2.0,1.0,1.0,0.0,87,1995.0,Darebin City Council,-37.7554,144.982,Northern Metropolitan,8870.0,Carport,716000.0
Prahran,5/305 Dandenong Rd,2,u,S,Biggin,27/05/2017,4.6,3181.0,2.0,1.0,1.0,0.0,100,1940.0,Stonnington City Council,-37.85931,145.00616,Southern Metropolitan,7717.0,Underground,740000.0
Jacana,17 Sunset Bvd,2,h,S,YPA,28/05/2016,14.5,3047.0,2.0,1.0,2.0,729.0,88,1960.0,Hume City Council,-37.6909,144.9136,Northern Metropolitan,851.0,Attached Garage,472500.0
Armadale,21/62 Wattletree Rd,2,u,S,hockingstuart,12/8/2017,6.3,3143.0,2.0,2.0,1.0,3093.0,75,2006.0,Stonnington City Council,-37.86165,145.02148,Southern Metropolitan,4836.0,Carport,821000.0
Essendon,1/1 Thomson St,2,u,S,Nelson,27/11/2016,8.0,3040.0,2.0,1.0,1.0,0.0,83,1975.0,Moonee Valley City Council,-37.7543,144.9066,Western Metropolitan,9264.0,Parkade,630000.0
Toorak,10/530 Toorak Rd,2,u,S,Jellis,28/05/2016,4.6,3142.0,2.0,1.0,1.0,0.0,82,1950.0,Stonnington City Council,-37.8424,145.0184,Southern Metropolitan,7217.0,Parkade,525000.0
Murrumbeena,21 Ardyne St,4,h,S,Ray,15/10/2016,12.1,3163.0,4.0,2.0,2.0,660.0,167,1920.0,Glen Eira City Council,-37.8932,145.0681,Southern Metropolitan,4442.0,Outdoor Stall,1610000.0
Sunbury,1/6 Anthony St,2,u,SP,Brad,29/07/2017,31.7,3429.0,2.0,1.0,1.0,143.0,112.0,1999.0,Hume City Council,-37.57063,144.70693,Western Metropolitan,14092.0,Underground,360000.0
Highett,33 Haynes St,4,h,S,hockingstuart,8/7/2017,16.0,3190.0,4.0,2.0,2.0,680.0,680,2006.0,Bayside City Council,-37.94882,145.03111,Southern Metropolitan,4794.0,Indoor,1820000.0
Carnegie,4/314 Neerim Rd,2,u,SP,hockingstuart,4/6/2016,11.4,3163.0,2.0,1.0,2.0,0.0,67,2009.0,Glen Eira City Council,-37.8893,145.0589,Southern Metropolitan,7822.0,Carport,525000.0
Seaford,135 Fortescue Av,4,h,S,Eview,14/10/2017,35.4,3198.0,4.0,2.0,2.0,767.0,210,1970.0,Frankston City Council,-38.12211,145.1285,South-Eastern Metropolitan,8077.0,Indoor,890000.0
Moorabbin,6/1015 Nepean Hwy,1,u,S,Ray,3/9/2016,14.6,3189.0,1.0,1.0,1.0,106.0,51,1990.0,Kingston City Council,-37.9374,145.0388,Southern Metropolitan,2555.0,Attached Garage,380500.0
Altona Meadows,13 Dillon Ct,4,h,S,Barry,17/02/2018,15.5,3028.0,4.0,2.0,2.0,489.0,166,2000.0,Hobsons Bay City Council,-37.87536,144.77117,Western Metropolitan,7630.0,Parking Pad,783000.0
Forest Hill,33/305 Canterbury Rd,2,h,SP,Fletchers,27/05/2017,15.4,3131.0,2.0,1.0,1.0,189.0,73,2001.0,Whitehorse City Council,-37.83283,145.17533,Eastern Metropolitan,4385.0,Indoor,680000.0
Templestowe Lower,13 Tasker St,3,h,S,Barry,16/04/2016,13.8,3107.0,3.0,2.0,2.0,751.0,175,1968.0,Manningham City Council,-37.77,145.1025,Eastern Metropolitan,5420.0,Parkade,1010000.0
St Albans,1 Mark St,3,h,S,YPA,24/02/2018,14.0,3021.0,3.0,2.0,2.0,597.0,132,1970.0,Brimbank City Council,-37.74143,144.78145,Western Metropolitan,14042.0,Carport,641000.0
Melton West,7 Haywood Gr,4,h,S,hockingstuart,12/8/2017,31.7,3337.0,4.0,2.0,2.0,935.0,210,2005.0,Melton City Council,-37.68503,144.54237,Northern Victoria,6065.0,Indoor,600000.0
Carrum Downs,40 Whimbrel Cr,4,h,S,Harcourts,8/7/2017,34.9,3201.0,4.0,2.0,4.0,688.0,204,2002.0,Frankston City Council,-38.10984,145.17062,South-Eastern Metropolitan,8060.0,Attached Garage,647000.0
Fitzroy North,7/14 Rae St,1,u,SP,Jellis,4/3/2017,3.5,3068.0,1.0,1.0,1.0,0.0,40,1975.0,Moreland City Council,-37.7925,144.9786,Northern Metropolitan,6244.0,Carport,358500.0
Pascoe Vale,30 Downs St,2,t,S,Nelson,22/05/2016,9.9,3044.0,2.0,1.0,2.0,135.0,100,2012.0,Moreland City Council,-37.7242,144.9411,Northern Metropolitan,7485.0,Parkade,550500.0
West Footscray,140 Essex St,2,h,S,Village,3/12/2016,8.2,3012.0,2.0,1.0,1.0,444.0,98,1940.0,Maribyrnong City Council,-37.7933,144.876,Western Metropolitan,5058.0,Parkade,912500.0
South Melbourne,1009/148 Wells St,2,u,S,MICM,18/03/2017,2.1,3205.0,2.0,1.0,1.0,0.0,78,2001.0,Port Phillip City Council,-37.8308,144.9694,Southern Metropolitan,5943.0,Carport,561000.0
Rosanna,27 Thomson Dr,4,h,VB,Miles,14/05/2016,11.4,3084.0,4.0,3.0,2.0,583.0,182,1970.0,Banyule City Council,-37.733,145.0694,Eastern Metropolitan,3540.0,Detached Garage,890000.0
Pascoe Vale,109 Derby St,4,h,S,Nelson,16/04/2016,9.9,3044.0,3.0,2.0,1.0,535.0,154,1920.0,Moreland City Council,-37.7282,144.9462,Northern Metropolitan,7485.0,Detached Garage,970000.0
West Melbourne,11/24 Ireland St,1,u,SP,Nelson,26/07/2016,1.9,3003.0,1.0,1.0,1.0,0.0,62,1930.0,Melbourne City Council,-37.8076,144.9456,Northern Metropolitan,2230.0,Detached Garage,482000.0
Reservoir,2/14 Drysdale St,2,u,PI,Ray,16/07/2016,11.2,3073.0,2.0,1.0,1.0,90.0,64,1970.0,Darebin City Council,-37.7295,145.0243,Northern Metropolitan,21650.0,Indoor,330000.0
Ascot Vale,18 Ascot St,3,h,PI,Nelson,9/9/2017,4.3,3032.0,3.0,2.0,3.0,388.0,92,1950.0,Moonee Valley City Council,-37.7822,144.92042,Western Metropolitan,6567.0,Detached Garage,870000.0
Chelsea,1/15 Cross Rd,2,u,S,Eview,22/07/2017,27.0,3196.0,2.0,1.0,2.0,278.0,104,1980.0,Kingston City Council,-38.04602,145.1191,South-Eastern Metropolitan,3906.0,Detached Garage,639000.0
Delahey,26 Aitken Dr,3,h,S,Barry,9/12/2017,18.0,3037.0,3.0,2.0,2.0,566.0,126,1988.0,Brimbank City Council,-37.716,144.76879,Western Metropolitan,2898.0,Carport,600000.0
Craigieburn,18 Humber St,4,h,VB,Barry,24/02/2018,20.6,3064.0,4.0,2.0,2.0,448.0,142,2010.0,Hume City Council,-37.57027,144.91699,Northern Metropolitan,15510.0,Parking Pad,520000.0
Ringwood East,6 Victoria St,4,h,S,Real,3/6/2017,21.3,3135.0,4.0,1.0,1.0,833.0,151,1960.0,Maroondah City Council,-37.81186,145.25419,Eastern Metropolitan,4407.0,Detached Garage,1200000.0
Hadfield,1/22 Volga St,3,t,PI,Raine,16/04/2016,12.1,3046.0,3.0,2.0,2.0,234.0,115,2012.0,Moreland City Council,-37.707,144.9411,Northern Metropolitan,2606.0,Detached Garage,510000.0
Malvern East,9 Chanak St,3,h,S,Marshall,3/9/2016,11.2,3145.0,3.0,1.0,1.0,322.0,137,1910.0,Stonnington City Council,-37.8726,145.0396,Southern Metropolitan,8801.0,Parkade,1490000.0
Essendon,3/23 Daisy St,1,u,S,Nelson,17/09/2016,8.0,3040.0,1.0,1.0,1.0,0.0,52,1970.0,Moonee Valley City Council,-37.7547,144.9107,Western Metropolitan,9264.0,Carport,320500.0
Pascoe Vale,62 Devon Rd,3,h,S,Nelson,6/5/2017,9.9,3044.0,3.0,2.0,2.0,294.0,110,1950.0,Moreland City Council,-37.7215,144.9251,Northern Metropolitan,7485.0,Parkade,755000.0
Reservoir,42 Oconnor St,2,h,S,Nelson,28/08/2016,11.2,3073.0,3.0,1.0,2.0,383.0,103,1970.0,Darebin City Council,-37.7103,145.0037,Northern Metropolitan,21650.0,Underground,610000.0
Balwyn North,123 Winfield Rd,5,h,S,RT,27/11/2016,9.2,3104.0,5.0,2.0,3.0,845.0,199,1980.0,Boroondara City Council,-37.7898,145.1021,Southern Metropolitan,7809.0,Parkade,1560000.0
Glenroy,1/26 York St,3,t,VB,Nelson,27/11/2016,13.0,3046.0,3.0,1.0,2.0,258.0,143,2001.0,Moreland City Council,-37.7047,144.9087,Northern Metropolitan,8870.0,Parking Pad,600000.0
Port Melbourne,218 Nott St,2,h,S,Marshall,7/5/2016,3.8,3207.0,2.0,2.0,1.0,115.0,115,2015.0,Melbourne City Council,-37.8351,144.9441,Southern Metropolitan,8648.0,Underground,1275000.0
Pascoe Vale,61 Pardy St,3,h,SP,hockingstuart,29/07/2017,8.5,3044.0,3.0,1.0,1.0,559.0,109.0,1955.0,Moreland City Council,-37.7327,144.92966,Northern Metropolitan,7485.0,Outdoor Stall,940000.0
Surrey Hills,33 Kingston Rd,3,h,S,Noel,27/05/2017,10.2,3127.0,3.0,1.0,1.0,516.0,120,1910.0,Boroondara City Council,-37.82372,145.09085,Southern Metropolitan,5457.0,Detached Garage,1785000.0
Hawthorn East,2/2 Clifton Rd,2,u,S,Jellis,18/03/2017,7.5,3123.0,2.0,1.0,1.0,150.0,99,1969.0,Boroondara City Council,-37.844,145.0496,Southern Metropolitan,6482.0,Carport,840000.0
Templestowe,6 Annan Pl,4,h,PI,Jellis,24/06/2017,15.5,3106.0,4.0,2.0,2.0,883.0,300,2005.0,Manningham City Council,-37.76255,145.16233,Eastern Metropolitan,6202.0,Attached Garage,1450000.0
Oakleigh South,4 Dalgan St,4,h,S,Buxton,13/05/2017,14.7,3167.0,4.0,2.0,4.0,590.0,161,1950.0,Kingston City Council,-37.9316,145.0821,South-Eastern Metropolitan,3692.0,Attached Garage,1410000.0
Strathmore,4 Collegian Av,3,h,S,McDonald,26/08/2017,8.2,3041.0,3.0,1.0,3.0,824.0,189,1935.0,Moonee Valley City Council,-37.73797,144.92455,Western Metropolitan,3284.0,Carport,1848000.0
Maribyrnong,13 Cedar Dr,3,h,SP,Biggin,12/8/2017,4.3,3032.0,3.0,2.0,2.0,352.0,204,1997.0,Maribyrnong City Council,-37.77413,144.87533,Western Metropolitan,4918.0,Carport,1200000.0
Melton South,8 Charles Ct,3,h,S,hockingstuart,22/07/2017,29.8,3338.0,3.0,1.0,1.0,611.0,115,1985.0,Melton City Council,-37.69467,144.57827,Western Victoria,4718.0,Attached Garage,326000.0
Bentleigh East,18 Patricia St,3,h,S,Nick,27/11/2016,13.9,3165.0,3.0,1.0,2.0,596.0,144,1960.0,Glen Eira City Council,-37.9251,145.0771,Southern Metropolitan,10969.0,Attached Garage,1020000.0
Yarraville,122 Stephen St,1,u,SP,hockingstuart,11/2/2017,7.0,3013.0,1.0,1.0,2.0,0.0,83,2004.0,Maribyrnong City Council,-37.8173,144.894,Western Metropolitan,6543.0,Carport,510000.0
St Kilda,9/60 Carlisle St,2,u,S,hockingstuart,17/06/2017,5.0,3182.0,2.0,1.0,1.0,1123.0,84,1920.0,Port Phillip City Council,-37.86736,144.98391,Southern Metropolitan,13240.0,Carport,615000.0
Ashburton,93A Ashburn Gr,4,t,S,hockingstuart,3/6/2017,10.2,3147.0,4.0,3.0,2.0,510.0,240,2013.0,Boroondara City Council,-37.87159,145.0795,Southern Metropolitan,3052.0,Parkade,1655000.0
Bentleigh,592 Centre Rd,3,h,S,hockingstuart,8/10/2016,13.0,3204.0,3.0,1.0,2.0,584.0,116,1948.0,Glen Eira City Council,-37.9199,145.0477,Southern Metropolitan,6795.0,Detached Garage,1125000.0
Pascoe Vale,7 Dorothy St,3,h,SP,Barry,15/10/2016,9.9,3044.0,3.0,1.0,3.0,464.0,124,1955.0,Moreland City Council,-37.7184,144.9488,Northern Metropolitan,7485.0,Attached Garage,770000.0
Ashwood,56 Cleveland Rd,3,h,VB,Jellis,17/03/2018,10.2,3147.0,3.0,1.0,3.0,621.0,132,1960.0,Monash City Council,-37.87229,145.10489,Southern Metropolitan,2894.0,Carport,1150000.0
Malvern,11 Eva St,3,h,VB,Jellis,7/5/2016,7.4,3144.0,3.0,2.0,2.0,396.0,105,1910.0,Stonnington City Council,-37.8562,145.0373,Southern Metropolitan,4675.0,Parkade,2025000.0
Brighton East,7 Holmhurst Ct,4,t,PI,Hodges,29/04/2017,10.7,3187.0,4.0,3.0,2.0,312.0,118.0,1950.0,Bayside City Council,-37.9295,145.0144,Southern Metropolitan,6938.0,Detached Garage,1700000.0
Richmond,50 Canterbury St,2,h,S,Biggin,28/05/2016,2.6,3121.0,2.0,1.0,0.0,127.0,72,1900.0,Yarra City Council,-37.8251,145.0063,Northern Metropolitan,14949.0,Attached Garage,827500.0
Deepdene,914 Burke Rd,5,h,S,Harcourts,6/1/2018,7.9,3103.0,5.0,2.0,2.0,833.0,370,2012.0,Boroondara City Council,-37.81454,145.06008,Southern Metropolitan,892.0,Carport,3080000.0
Port Melbourne,180 Station St,3,h,S,RT,16/07/2016,3.8,3207.0,3.0,1.0,0.0,108.0,106,1900.0,Melbourne City Council,-37.8332,144.945,Southern Metropolitan,8648.0,Attached Garage,1402000.0
Ascot Vale,119 Roseberry St,2,h,SP,Maddison,4/6/2016,5.9,3032.0,2.0,1.0,1.0,226.0,92,1920.0,Moonee Valley City Council,-37.7745,144.9093,Western Metropolitan,6567.0,Attached Garage,750000.0
Melbourne,1814/250 Elizabeth St,2,u,S,Harcourts,27/05/2017,0.0,3000.0,2.0,1.0,1.0,0.0,86,1976.0,Melbourne City Council,-37.81267,144.96273,Northern Metropolitan,17496.0,Underground,720000.0
Frankston,82 Lindrum Rd,4,h,S,O'Brien,6/1/2018,38.0,3199.0,4.0,1.0,4.0,544.0,121,1972.0,Frankston City Council,-38.14786,145.15436,South-Eastern Metropolitan,17055.0,Detached Garage,560000.0
Meadow Heights,25 Darebin Ct,3,h,S,YPA,16/09/2017,17.4,3048.0,3.0,1.0,1.0,784.0,95,1978.0,Hume City Council,-37.65877,144.91191,Northern Metropolitan,4704.0,Detached Garage,370000.0
Flemington,11/300 Racecourse Rd,2,u,S,Nelson,8/4/2017,4.4,3031.0,2.0,1.0,1.0,0.0,96,1890.0,Melbourne City Council,-37.788,144.9306,Northern Metropolitan,3593.0,Outdoor Stall,603000.0
Spotswood,47 Hudsons Rd,3,h,S,Jas,10/9/2016,7.7,3015.0,3.0,1.0,2.0,472.0,95,1950.0,Hobsons Bay City Council,-37.8302,144.8885,Western Metropolitan,1223.0,Indoor,1080000.0
Bentleigh,210 Centre Rd,4,h,S,Jellis,19/08/2017,11.4,3204.0,4.0,2.0,2.0,557.0,220,1920.0,Glen Eira City Council,-37.91741,145.02873,Southern Metropolitan,6795.0,Outdoor Stall,1895000.0
Meadow Heights,13 Haddon Ct,8,h,S,Barry,23/09/2017,17.4,3048.0,8.0,3.0,1.0,1063.0,101,1980.0,Hume City Council,-37.65826,144.92538,Northern Metropolitan,4704.0,Attached Garage,741000.0
Bulleen,6a Tobruk St,3,t,PI,Fletchers,4/6/2016,11.8,3105.0,3.0,2.0,2.0,632.0,226,2013.0,Manningham City Council,-37.7813,145.102,Eastern Metropolitan,4480.0,Outdoor Stall,975000.0
Keilor Downs,35 Stockwell Cr,4,h,PI,Brad,28/10/2017,15.5,3038.0,5.0,3.0,5.0,821.0,249.0,1998.0,Brimbank City Council,-37.71415,144.79239,Western Metropolitan,3656.0,Carport,900000.0
