Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Regionname,Propertycount,ParkingArea,Price
Balwyn North,43 Sweyn St,3,h,S,hockingstuart,3/12/2016,9.2,3104.0,3.0,2.0,1.0,347.0,160,2011.0,Boroondara City Council,-37.7947,145.1035,Southern Metropolitan,7809.0,Detached Garage,1265000.0
Bentleigh,11 Rogers Rd,3,h,S,Buxton,3/12/2016,13.0,3204.0,3.0,2.0,2.0,613.0,143,1960.0,Glen Eira City Council,-37.9311,145.0428,Southern Metropolitan,6795.0,Parkade,1425000.0
Bentleigh,3/2 Scotts St,2,t,S,hockingstuart,3/12/2016,13.0,3204.0,2.0,1.0,1.0,140.0,250,1970.0,Glen Eira City Council,-37.9204,145.0443,Southern Metropolitan,6795.0,Underground,851000.0
Bentleigh East,2a Bessie St,2,u,S,hockingstuart,3/12/2016,13.9,3165.0,2.0,1.0,2.0,281.0,95,2002.0,Glen Eira City Council,-37.9255,145.0796,Southern Metropolitan,10969.0,Outdoor Stall,746000.0
Bentleigh East,19 Denver St,5,h,SP,Buxton,3/12/2016,13.9,3165.0,5.0,2.0,2.0,683.0,190,1960.0,Glen Eira City Council,-37.9333,145.0602,Southern Metropolitan,10969.0,Indoor,1275000.0
Brighton,17 McCallum St,4,h,S,Marshall,3/12/2016,11.2,3186.0,4.0,3.0,2.0,836.0,284,1960.0,Bayside City Council,-37.9071,144.9898,Southern Metropolitan,10579.0,Attached Garage,3695000.0
Brighton,18 Victoria St,4,h,S,Marshall,3/12/2016,11.2,3186.0,4.0,3.0,2.0,742.0,247,1900.0,Bayside City Council,-37.914,144.9878,Southern Metropolitan,10579.0,Parking Pad,3700000.0
Brighton East,133A Centre Rd,4,h,PI,hockingstuart,3/12/2016,10.7,3187.0,4.0,3.0,2.0,618.0,213,2008.0,Bayside City Council,-37.9162,145.0219,Southern Metropolitan,6938.0,Underground,1310000.0
Brighton East,14 Milroy St,4,h,S,Marshall,3/12/2016,10.7,3187.0,4.0,2.0,2.0,674.0,183,1950.0,Bayside City Council,-37.9022,145.0125,Southern Metropolitan,6938.0,Attached Garage,2504000.0
Brunswick,9 Blair St,4,h,S,Jellis,3/12/2016,5.2,3056.0,4.0,3.0,1.0,238.0,93,1910.0,Moreland City Council,-37.7713,144.9643,Northern Metropolitan,11918.0,Underground,1802500.0
Brunswick,25 Hardy St,4,h,VB,Nelson,3/12/2016,5.2,3056.0,4.0,3.0,1.0,365.0,209,1890.0,Moreland City Council,-37.7624,144.9671,Northern Metropolitan,11918.0,Carport,1500000.0
Brunswick West,25 Wales St,3,h,S,Nelson,3/12/2016,5.9,3055.0,3.0,1.0,1.0,0.0,119,1920.0,Moreland City Council,-37.7564,144.9422,Northern Metropolitan,7082.0,Indoor,1190000.0
Burwood,35 McCubbin St,4,h,S,Ray,3/12/2016,11.7,3125.0,4.0,2.0,2.0,1145.0,111,1960.0,Monash City Council,-37.8538,145.127,Southern Metropolitan,5678.0,Outdoor Stall,1890000.0
Burwood,2/32 McIntyre St,3,u,S,Ray,3/12/2016,11.7,3125.0,3.0,2.0,2.0,265.0,130,2000.0,Monash City Council,-37.8516,145.1056,Southern Metropolitan,5678.0,Carport,1022500.0
Camberwell,49 Christowel St,5,h,VB,Marshall,3/12/2016,7.8,3124.0,5.0,4.0,1.0,708.0,348,1940.0,Boroondara City Council,-37.8386,145.067,Southern Metropolitan,8920.0,Carport,2600000.0
Camberwell,3/107 Wattle Valley Rd,3,h,S,Marshall,3/12/2016,7.8,3124.0,3.0,2.0,2.0,305.0,189,1998.0,Boroondara City Council,-37.8365,145.0802,Southern Metropolitan,8920.0,Detached Garage,1650000.0
Canterbury,33 Myrtle Rd,3,h,S,Marshall,3/12/2016,9.0,3126.0,3.0,1.0,1.0,459.0,130,1920.0,Boroondara City Council,-37.8265,145.072,Southern Metropolitan,3265.0,Carport,1587500.0
Carnegie,2/31 Moonya Rd,2,u,SP,Woodards,3/12/2016,11.4,3163.0,2.0,1.0,1.0,73.0,61,1970.0,Glen Eira City Council,-37.897,145.0593,Southern Metropolitan,7822.0,Parkade,600000.0
Carnegie,212 Neerim Rd,3,h,S,hockingstuart,3/12/2016,11.4,3163.0,3.0,1.0,2.0,425.0,166,1960.0,Glen Eira City Council,-37.8876,145.0502,Southern Metropolitan,7822.0,Underground,1295000.0
Caulfield South,10/468 Kooyong Rd,1,u,PI,Gary,3/12/2016,9.3,3162.0,1.0,1.0,1.0,0.0,44,1960.0,Glen Eira City Council,-37.8961,145.0132,Southern Metropolitan,5051.0,Detached Garage,275500.0
Coburg,1/58 Moore St,2,t,S,Nelson,3/12/2016,7.8,3058.0,2.0,2.0,1.0,0.0,176,2010.0,Darebin City Council,-37.7546,144.9713,Northern Metropolitan,11204.0,Detached Garage,807000.0
Coburg North,15 Ronald St,3,h,SP,hockingstuart,3/12/2016,9.2,3058.0,3.0,1.0,0.0,404.0,98,1950.0,Darebin City Council,-37.7305,144.9803,Northern Metropolitan,3445.0,Parking Pad,655000.0
Doncaster,5 Boyd St,3,h,S,Barry,3/12/2016,13.9,3108.0,3.0,1.0,4.0,727.0,123,1970.0,Manningham City Council,-37.7942,145.1218,Eastern Metropolitan,9028.0,Attached Garage,1403000.0
Doncaster,19 Hanke Rd,3,h,PI,Barry,3/12/2016,13.9,3108.0,3.0,1.0,1.0,638.0,115,1970.0,Manningham City Council,-37.7912,145.1248,Eastern Metropolitan,9028.0,Underground,1450000.0
Doncaster,33 Thiele St,4,h,S,Barry,3/12/2016,13.9,3108.0,4.0,1.0,2.0,658.0,138,1975.0,Manningham City Council,-37.7827,145.1358,Eastern Metropolitan,9028.0,Parking Pad,1396000.0
Elsternwick,393 Kooyong Rd,3,h,S,Biggin,3/12/2016,8.5,3185.0,3.0,2.0,2.0,447.0,181,1920.0,Glen Eira City Council,-37.8912,145.0138,Southern Metropolitan,4898.0,Detached Garage,1625000.0
Elsternwick,8 Ross St,4,h,VB,hockingstuart,3/12/2016,8.5,3185.0,4.0,2.0,0.0,147.0,159,1910.0,Glen Eira City Council,-37.8852,144.9997,Southern Metropolitan,4898.0,Indoor,1100000.0
Elwood,2/131 Brighton Rd,2,u,S,Morleys,3/12/2016,7.7,3184.0,2.0,1.0,1.0,0.0,79,1970.0,Port Phillip City Council,-37.8752,144.9911,Southern Metropolitan,8989.0,Underground,507000.0
Elwood,4/6 May St,2,u,S,Gary,3/12/2016,7.7,3184.0,2.0,1.0,1.0,0.0,71,1930.0,Port Phillip City Council,-37.8791,144.9923,Southern Metropolitan,8989.0,Indoor,750000.0
Elwood,10/125 Ormond Rd,1,u,S,Chisholm,3/12/2016,7.7,3184.0,1.0,1.0,1.0,0.0,60,2001.0,Port Phillip City Council,-37.8857,144.9884,Southern Metropolitan,8989.0,Parkade,510000.0
Elwood,14/9 Southey St,1,u,S,hockingstuart,3/12/2016,7.7,3184.0,1.0,1.0,0.0,0.0,33,1930.0,Port Phillip City Council,-37.8749,144.9842,Southern Metropolitan,8989.0,Detached Garage,300000.0
Essendon,16 Kendall St,3,h,PI,Nelson,3/12/2016,8.0,3040.0,3.0,1.0,3.0,688.0,105,1930.0,Moonee Valley City Council,-37.7578,144.9317,Western Metropolitan,9264.0,Carport,1295000.0
Essendon,3/113 Tennyson St,2,t,S,Frank,3/12/2016,8.0,3040.0,2.0,1.0,2.0,752.0,89,1990.0,Moonee Valley City Council,-37.7553,144.9302,Western Metropolitan,9264.0,Indoor,595000.0
Flemington,3/39 Dover St,2,u,PI,Rendina,3/12/2016,4.4,3031.0,2.0,1.0,1.0,0.0,60,1970.0,Melbourne City Council,-37.7833,144.9255,Northern Metropolitan,3593.0,Detached Garage,365000.0
Footscray,4 Adelaide St,4,h,SP,Nelson,3/12/2016,6.4,3011.0,4.0,2.0,1.0,319.0,130,1915.0,Maribyrnong City Council,-37.7943,144.8875,Western Metropolitan,7570.0,Indoor,1225000.0
Footscray,9 Lynch St,3,h,S,Naison,3/12/2016,6.4,3011.0,3.0,1.0,1.0,292.0,98,1900.0,Maribyrnong City Council,-37.797,144.9051,Western Metropolitan,7570.0,Carport,1003000.0
Footscray,25 Southampton St,3,h,S,Sweeney,3/12/2016,6.4,3011.0,3.0,1.0,0.0,164.0,93,1900.0,Maribyrnong City Council,-37.7959,144.8863,Western Metropolitan,7570.0,Detached Garage,840000.0
Footscray,37 Stirling St,3,h,S,Village,3/12/2016,6.4,3011.0,3.0,2.0,0.0,497.0,156,1890.0,Maribyrnong City Council,-37.7958,144.9024,Western Metropolitan,7570.0,Attached Garage,1362000.0
Footscray,58 Wolverhampton St,4,h,S,Village,3/12/2016,6.4,3011.0,4.0,2.0,1.0,154.0,161,2007.0,Maribyrnong City Council,-37.7983,144.8911,Western Metropolitan,7570.0,Carport,977000.0
Glen Iris,28 Alfred Rd,4,h,VB,Marshall,3/12/2016,9.2,3146.0,4.0,2.0,2.0,868.0,217,1930.0,Boroondara City Council,-37.8522,145.0893,Southern Metropolitan,10412.0,Detached Garage,1800000.0
Glenroy,55 Daley St,3,h,S,Walshe,3/12/2016,13.0,3046.0,3.0,1.0,3.0,640.0,144,1960.0,Moreland City Council,-37.6979,144.9335,Northern Metropolitan,8870.0,Attached Garage,610000.0
Glenroy,39 Morley St,3,h,S,Barry,3/12/2016,13.0,3046.0,3.0,1.0,2.0,766.0,127,1965.0,Moreland City Council,-37.6988,144.9372,Northern Metropolitan,8870.0,Attached Garage,806500.0
Hadfield,2 Knole St,2,h,S,Eview,3/12/2016,12.1,3046.0,2.0,1.0,1.0,394.0,98,1950.0,Moreland City Council,-37.7153,144.9507,Northern Metropolitan,2606.0,Carport,610000.0
Hadfield,8 Sherwood St,3,h,S,YPA,3/12/2016,12.1,3046.0,3.0,1.0,1.0,604.0,112,1970.0,Moreland City Council,-37.7124,144.9514,Northern Metropolitan,2606.0,Detached Garage,630000.0
Hadfield,4 Surrey St,4,h,S,Barry,3/12/2016,12.1,3046.0,4.0,3.0,5.0,591.0,268,2010.0,Moreland City Council,-37.7127,144.9489,Northern Metropolitan,2606.0,Attached Garage,870000.0
Hampton,6 Earlsfield Rd,4,h,S,Hodges,3/12/2016,13.7,3188.0,4.0,2.0,3.0,688.0,187,1925.0,Bayside City Council,-37.9319,145.0173,Southern Metropolitan,5454.0,Carport,2140000.0
Hampton,3 Kendall St,4,h,VB,Marshall,3/12/2016,13.7,3188.0,4.0,2.0,2.0,607.0,242,2011.0,Bayside City Council,-37.9324,145.0235,Southern Metropolitan,5454.0,Attached Garage,1600000.0
Hampton,24A Smith St,3,h,S,Ray,3/12/2016,13.7,3188.0,3.0,1.0,2.0,289.0,109,1998.0,Bayside City Council,-37.9338,145.0226,Southern Metropolitan,5454.0,Underground,1003500.0
Hampton,8/121 Thomas St,2,u,SP,Buxton,3/12/2016,13.7,3188.0,2.0,1.0,1.0,0.0,85,1965.0,Bayside City Council,-37.939,145.0137,Southern Metropolitan,5454.0,Outdoor Stall,802000.0
Hawthorn,4 Bowen St,4,h,S,Jellis,3/12/2016,4.6,3122.0,4.0,2.0,1.0,336.0,235,1905.0,Boroondara City Council,-37.8183,145.0371,Southern Metropolitan,11308.0,Outdoor Stall,2670000.0
Hawthorn,25/510 Glenferrie Rd,1,u,S,Woodards,3/12/2016,4.6,3122.0,1.0,1.0,1.0,0.0,53,1950.0,Boroondara City Council,-37.8303,145.0341,Southern Metropolitan,11308.0,Attached Garage,348000.0
Hawthorn,9/69 Wattle Rd,3,u,S,Marshall,3/12/2016,4.6,3122.0,3.0,1.0,1.0,181.0,122,1969.0,Boroondara City Council,-37.8243,145.0328,Southern Metropolitan,11308.0,Carport,1189000.0
Heidelberg West,73 Pacific Dr,3,h,SP,William,3/12/2016,9.4,3081.0,3.0,1.0,1.0,523.0,87,1960.0,Banyule City Council,-37.7369,145.0376,Eastern Metropolitan,2674.0,Indoor,560000.0
Hughesdale,20 Dalston Rd,3,h,S,Ray,3/12/2016,13.0,3166.0,3.0,1.0,1.0,705.0,128,1920.0,Monash City Council,-37.8994,145.0816,Southern Metropolitan,3145.0,Detached Garage,1340000.0
Keilor East,3A Cudgewa Pl,3,t,SP,Barry,3/12/2016,12.8,3033.0,3.0,2.0,1.0,331.0,201,2010.0,Brimbank City Council,-37.7325,144.8621,Western Metropolitan,5629.0,Outdoor Stall,770000.0
Keilor East,16 Roberts St,4,h,S,Nelson,3/12/2016,12.8,3033.0,4.0,2.0,1.0,289.0,125,2011.0,Brimbank City Council,-37.7506,144.8689,Western Metropolitan,5629.0,Attached Garage,900000.0
Maidstone,8/101 Ballarat Rd,2,u,PI,Burnham,3/12/2016,9.2,3012.0,2.0,1.0,1.0,1972.0,63,1960.0,Maribyrnong City Council,-37.7863,144.8769,Western Metropolitan,3873.0,Carport,275000.0
Malvern East,16A Manning Rd,3,h,S,Marshall,3/12/2016,11.2,3145.0,3.0,3.0,1.0,376.0,254,1930.0,Stonnington City Council,-37.8727,145.0458,Southern Metropolitan,8801.0,Carport,2273000.0
Malvern East,35 Warley Rd,5,h,PI,Jellis,3/12/2016,11.2,3145.0,5.0,2.0,2.0,567.0,327,1915.0,Stonnington City Council,-37.8786,145.0495,Southern Metropolitan,8801.0,Attached Garage,2350000.0
Maribyrnong,6 Londrew Ct,3,h,PI,Burnham,3/12/2016,8.7,3032.0,3.0,1.0,2.0,597.0,154,1970.0,Maribyrnong City Council,-37.763,144.8877,Western Metropolitan,4918.0,Detached Garage,975000.0
Middle Park,198 Page St,3,h,S,Cayzer,3/12/2016,4.1,3206.0,3.0,1.0,2.0,277.0,132,1900.0,Port Phillip City Council,-37.8516,144.9624,Southern Metropolitan,2019.0,Detached Garage,2350000.0
Moonee Ponds,21A Scotia St,3,h,S,Nelson,3/12/2016,6.9,3039.0,3.0,2.0,2.0,0.0,189,2009.0,Moonee Valley City Council,-37.7688,144.9054,Western Metropolitan,6232.0,Parkade,1055000.0
Moonee Ponds,5/40 Young St,2,u,S,Nelson,3/12/2016,6.9,3039.0,2.0,1.0,1.0,0.0,63,2007.0,Moonee Valley City Council,-37.7677,144.9221,Western Metropolitan,6232.0,Underground,348000.0
Moorabbin,163 Rowans Rd,3,h,S,Woodards,3/12/2016,14.6,3189.0,3.0,1.0,4.0,695.0,165,1970.0,Kingston City Council,-37.9364,145.0559,Southern Metropolitan,2555.0,Detached Garage,836000.0
Newport,45 Milford St,3,t,S,Village,3/12/2016,8.4,3015.0,3.0,2.0,2.0,283.0,179,2011.0,Hobsons Bay City Council,-37.8477,144.8753,Western Metropolitan,5498.0,Parkade,962000.0
Oak Park,40 Winifred St,4,h,S,Brad,3/12/2016,11.5,3046.0,4.0,1.0,2.0,696.0,160,1955.0,Moreland City Council,-37.7209,144.9158,Northern Metropolitan,2651.0,Carport,865000.0
Port Melbourne,40 Nelson St,3,h,S,Marshall,3/12/2016,3.8,3207.0,3.0,2.0,1.0,0.0,134,1990.0,Melbourne City Council,-37.8359,144.9342,Southern Metropolitan,8648.0,Attached Garage,1150000.0
Port Melbourne,130 Nott St,3,h,S,Marshall,3/12/2016,3.8,3207.0,3.0,1.0,0.0,171.0,167,1890.0,Melbourne City Council,-37.8385,144.9409,Southern Metropolitan,8648.0,Indoor,985000.0
Port Melbourne,106/216 Rouse St,3,u,SP,Wilson,3/12/2016,3.8,3207.0,3.0,2.0,2.0,0.0,139,2012.0,Melbourne City Council,-37.841,144.9379,Southern Metropolitan,8648.0,Carport,1200000.0
Port Melbourne,175 Stokes St,3,h,S,Greg,3/12/2016,3.8,3207.0,3.0,2.0,0.0,250.0,280,1863.0,Melbourne City Council,-37.8381,144.9391,Southern Metropolitan,8648.0,Attached Garage,2200000.0
Prahran,907/15 Clifton St,1,u,S,hockingstuart,3/12/2016,4.5,3181.0,1.0,1.0,1.0,0.0,51,2012.0,Stonnington City Council,-37.8519,144.9948,Southern Metropolitan,7717.0,Parkade,549800.0
Preston,287 Plenty Rd,3,h,S,hockingstuart,3/12/2016,8.8,3072.0,3.0,1.0,0.0,148.0,3,1950.0,Darebin City Council,-37.7428,145.0081,Northern Metropolitan,14577.0,Detached Garage,751000.0
Reservoir,30 Ashton St,3,h,S,Barry,3/12/2016,11.2,3073.0,3.0,1.0,2.0,779.0,138,1950.0,Darebin City Council,-37.7292,145.0214,Northern Metropolitan,21650.0,Indoor,731000.0
Reservoir,2/20 Crookston Rd,2,u,SP,Barry,3/12/2016,11.2,3073.0,2.0,1.0,1.0,117.0,62,2012.0,Darebin City Council,-37.7101,145.0223,Northern Metropolitan,21650.0,Outdoor Stall,352000.0
Reservoir,19 Drysdale St,3,h,S,Ray,3/12/2016,11.2,3073.0,3.0,1.0,1.0,535.0,86,1950.0,Darebin City Council,-37.7299,145.0242,Northern Metropolitan,21650.0,Carport,723000.0
Reservoir,8/211 Edwardes St,2,u,S,Stockdale,3/12/2016,11.2,3073.0,2.0,1.0,1.0,99.0,67,1970.0,Darebin City Council,-37.7166,144.9911,Northern Metropolitan,21650.0,Detached Garage,336000.0
Reservoir,53 Fordham Rd,3,h,S,Nelson,3/12/2016,11.2,3073.0,3.0,1.0,1.0,1262.0,85,1955.0,Darebin City Council,-37.7139,145.0215,Northern Metropolitan,21650.0,Attached Garage,685000.0
Reservoir,19 Wilkinson St,3,h,S,hockingstuart,3/12/2016,11.2,3073.0,3.0,2.0,2.0,676.0,272,1950.0,Darebin City Council,-37.7262,145.0177,Northern Metropolitan,21650.0,Indoor,1025000.0
Richmond,3/11 Brougham St,1,u,S,Biggin,3/12/2016,2.6,3121.0,1.0,1.0,1.0,502.0,38,1950.0,Yarra City Council,-37.8214,144.9997,Northern Metropolitan,14949.0,Detached Garage,370000.0
Seddon,14 Pole St,3,h,S,Jas,3/12/2016,6.6,3011.0,3.0,1.0,0.0,137.0,98,1890.0,Maribyrnong City Council,-37.8078,144.8972,Western Metropolitan,2417.0,Parkade,970000.0
South Melbourne,396 Dorcas St,4,h,S,Greg,3/12/2016,2.1,3205.0,4.0,2.0,0.0,163.0,153,1890.0,Port Phillip City Council,-37.8355,144.951,Southern Metropolitan,5943.0,Parking Pad,1620000.0
South Yarra,202/8 Bond St,2,u,PI,Kay,3/12/2016,3.3,3141.0,2.0,2.0,2.0,0.0,86,2014.0,Melbourne City Council,-37.8411,144.9944,Southern Metropolitan,14887.0,Indoor,850000.0
South Yarra,43/100 Commercial Rd,3,u,S,Kay,3/12/2016,3.3,3141.0,3.0,2.0,2.0,0.0,138,1998.0,Melbourne City Council,-37.8453,144.9849,Southern Metropolitan,14887.0,Parkade,1230000.0
St Kilda,1/76 Carlisle St,2,u,S,Woodards,3/12/2016,6.1,3182.0,2.0,1.0,1.0,0.0,71,1970.0,Port Phillip City Council,-37.8675,144.9851,Southern Metropolitan,13240.0,Parkade,430000.0
St Kilda,33/1 St Kilda Rd,2,u,SP,hockingstuart,3/12/2016,6.1,3182.0,2.0,1.0,1.0,0.0,75,1970.0,Port Phillip City Council,-37.8573,144.9825,Southern Metropolitan,13240.0,Carport,575000.0
Sunshine,142 Cornwall Rd,3,h,PI,Barry,3/12/2016,12.6,3020.0,3.0,2.0,1.0,655.0,165,1940.0,Brimbank City Council,-37.7809,144.8424,Western Metropolitan,3755.0,Parkade,800000.0
Sunshine,32 Matthews St,3,h,S,GL,3/12/2016,12.6,3020.0,3.0,1.0,1.0,700.0,145,1960.0,Brimbank City Council,-37.7933,144.8411,Western Metropolitan,3755.0,Carport,950000.0
Sunshine West,147 Hilma St,3,h,S,Barry,3/12/2016,13.5,3020.0,3.0,1.0,3.0,582.0,115,1970.0,Brimbank City Council,-37.7906,144.7929,Western Metropolitan,6763.0,Attached Garage,560000.0
Templestowe Lower,41 Dellfield Dr,4,h,S,Barry,3/12/2016,13.8,3107.0,4.0,2.0,4.0,673.0,170,1972.0,Manningham City Council,-37.7647,145.1246,Eastern Metropolitan,5420.0,Attached Garage,1165000.0
Templestowe Lower,120 Templestowe Rd,3,h,S,Philip,3/12/2016,13.8,3107.0,3.0,1.0,2.0,313.0,128,1980.0,Manningham City Council,-37.7556,145.0946,Eastern Metropolitan,5420.0,Detached Garage,742500.0
Thornbury,2/6 Kemp St,1,u,S,Harcourts,3/12/2016,6.5,3071.0,1.0,1.0,0.0,0.0,53,1910.0,Darebin City Council,-37.762,144.996,Northern Metropolitan,8870.0,Detached Garage,517500.0
Toorak,1/3 Glover Ct,3,h,S,RT,3/12/2016,4.6,3142.0,3.0,1.0,0.0,889.0,135,1943.0,Stonnington City Council,-37.8328,145.0065,Southern Metropolitan,7217.0,Indoor,1435000.0
Toorak,10 Myoora Rd,4,h,VB,Marshall,3/12/2016,4.6,3142.0,4.0,3.0,2.0,691.0,374,2000.0,Stonnington City Council,-37.8431,145.021,Southern Metropolitan,7217.0,Parkade,5500000.0
Viewbank,42 Graham Rd,4,h,S,Miles,3/12/2016,13.8,3084.0,4.0,3.0,2.0,669.0,163,1960.0,Banyule City Council,-37.7419,145.083,Eastern Metropolitan,2698.0,Carport,1010000.0
Viewbank,81 Martins La,3,h,SP,Buckingham,3/12/2016,13.8,3084.0,3.0,2.0,4.0,704.0,167,1970.0,Banyule City Council,-37.7327,145.0913,Eastern Metropolitan,2698.0,Attached Garage,880000.0
Watsonia,4 French Ct,3,h,S,Ken,3/12/2016,14.9,3087.0,3.0,1.0,0.0,583.0,124,1970.0,Banyule City Council,-37.7137,145.0778,Northern Metropolitan,2329.0,Indoor,660000.0
Watsonia,57 Frensham Rd,3,h,S,Barry,3/12/2016,14.9,3087.0,3.0,2.0,2.0,567.0,100,1970.0,Banyule City Council,-37.7148,145.0851,Northern Metropolitan,2329.0,Parkade,581000.0
Williamstown,2/20 Victoria St,3,u,S,Gunn&Co,3/12/2016,8.0,3016.0,3.0,1.0,3.0,0.0,111,1980.0,Hobsons Bay City Council,-37.8663,144.8883,Western Metropolitan,6380.0,Parking Pad,890000.0
Yarraville,4 Finlay St,4,h,S,Village,3/12/2016,7.0,3013.0,4.0,2.0,2.0,427.0,233,2010.0,Maribyrnong City Council,-37.8187,144.8771,Western Metropolitan,6543.0,Carport,1550000.0
Yarraville,7/87 Gamon St,3,h,VB,Jas,3/12/2016,7.0,3013.0,3.0,1.0,2.0,323.0,139,1960.0,Maribyrnong City Council,-37.8108,144.8899,Western Metropolitan,6543.0,Detached Garage,770000.0
Yarraville,160 Hyde St,3,h,S,Jas,3/12/2016,7.0,3013.0,3.0,2.0,2.0,428.0,100,1965.0,Maribyrnong City Council,-37.8167,144.8965,Western Metropolitan,6543.0,Attached Garage,871000.0
Yarraville,1/194 Hyde St,3,h,S,Village,3/12/2016,7.0,3013.0,3.0,2.0,2.0,213.0,120,2004.0,Maribyrnong City Council,-37.8175,144.8964,Western Metropolitan,6543.0,Indoor,780000.0
Yarraville,3/27 Stephen St,2,t,VB,Jas,3/12/2016,7.0,3013.0,2.0,1.0,1.0,0.0,2,1980.0,Maribyrnong City Council,-37.8113,144.8955,Western Metropolitan,6543.0,Parkade,650000.0
Aberfeldie,2/2 St Kinnord St,1,u,S,Nelson,3/12/2016,9.1,3040.0,1.0,1.0,1.0,0.0,39,1990.0,Moonee Valley City Council,-37.7561,144.9028,Western Metropolitan,1543.0,Attached Garage,380000.0
Brunswick East,10 Harrison St,3,h,S,Nelson,3/12/2016,4.5,3057.0,3.0,1.0,2.0,456.0,144,1950.0,Moreland City Council,-37.7638,144.9804,Northern Metropolitan,5533.0,Parkade,1310000.0
Brunswick East,1 Nunan St,4,h,S,Harrington,3/12/2016,4.5,3057.0,4.0,2.0,2.0,136.0,151,1997.0,Moreland City Council,-37.7601,144.9805,Northern Metropolitan,5533.0,Underground,856000.0
Heidelberg,5/68 Brown St,2,u,S,Miles,3/12/2016,10.6,3084.0,2.0,1.0,1.0,132.0,69,1972.0,Banyule City Council,-37.7519,145.0687,Eastern Metropolitan,2890.0,Indoor,546500.0
Ivanhoe East,271 The Boulevard,5,h,SP,Miles,3/12/2016,9.0,3079.0,5.0,4.0,2.0,2064.0,405,1951.0,Banyule City Council,-37.7769,145.0605,Eastern Metropolitan,1554.0,Underground,3850000.0
Kingsville,1/68 Edgar St,2,h,SP,Sweeney,3/12/2016,7.8,3012.0,2.0,2.0,1.0,180.0,179,2011.0,Maribyrnong City Council,-37.8115,144.8763,Western Metropolitan,1808.0,Detached Garage,677200.0
Ormond,208 Booran Rd,3,h,SP,Noel,3/12/2016,11.8,3204.0,3.0,2.0,2.0,650.0,150,1950.0,Glen Eira City Council,-37.8986,145.0359,Southern Metropolitan,3578.0,Parkade,1401000.0
Ormond,17 Murray Rd,4,h,PI,Marshall,3/12/2016,11.8,3204.0,4.0,1.0,2.0,903.0,235,1985.0,Glen Eira City Council,-37.9062,145.0263,Southern Metropolitan,3578.0,Detached Garage,2250000.0
Ormond,37 Thompson St,4,h,S,Buxton,3/12/2016,11.8,3204.0,4.0,2.0,2.0,705.0,226,1922.0,Glen Eira City Council,-37.9035,145.028,Southern Metropolitan,3578.0,Attached Garage,1715000.0
West Footscray,22 Clarendon Pde,6,h,PI,Alexkarbon,3/12/2016,8.2,3012.0,6.0,3.0,2.0,554.0,199,1940.0,Maribyrnong City Council,-37.8053,144.8681,Western Metropolitan,5058.0,Indoor,1020000.0
Abbotsford,25 Bloomburg St,2,h,S,Biggin,4/2/2016,2.5,3067.0,2.0,1.0,0.0,156.0,79,1900.0,Yarra City Council,-37.8079,144.9934,Northern Metropolitan,4019.0,Detached Garage,1035000.0
Altona,1/123 Blyth St,2,t,S,hockingstuart,4/2/2016,13.8,3018.0,2.0,1.0,2.0,292.0,125,2013.0,Hobsons Bay City Council,-37.8687,144.8197,Western Metropolitan,5301.0,Indoor,720000.0
Burwood,30 Station St,3,h,S,Buxton,4/2/2016,11.7,3125.0,3.0,1.0,1.0,931.0,145,1970.0,Monash City Council,-37.854,145.1195,Southern Metropolitan,5678.0,Parkade,1755000.0
Chadstone,8B Moorong St,4,h,VB,Purplebricks,4/2/2016,13.6,3148.0,4.0,3.0,2.0,288.0,158,2014.0,Monash City Council,-37.8801,145.1051,Southern Metropolitan,3582.0,Underground,890000.0
Coburg,8 Watchtower Rd,3,h,PI,Walshe,4/2/2016,7.8,3058.0,3.0,1.0,2.0,142.0,123,2005.0,Darebin City Council,-37.7382,144.973,Northern Metropolitan,11204.0,Carport,675000.0
Elwood,4 Wilton Gr,3,t,S,Pride,4/2/2016,7.7,3184.0,3.0,2.0,1.0,400.0,126,1996.0,Port Phillip City Council,-37.8829,144.9797,Southern Metropolitan,8989.0,Attached Garage,1395000.0
Footscray,2/3 Eldridge St,1,u,S,Sweeney,4/2/2016,6.4,3011.0,1.0,1.0,1.0,0.0,50,1970.0,Maribyrnong City Council,-37.7907,144.8924,Western Metropolitan,7570.0,Parkade,216000.0
Maribyrnong,6 Kynoch La,3,t,VB,Biggin,4/2/2016,8.7,3032.0,3.0,2.0,2.0,77.0,115,2004.0,Maribyrnong City Council,-37.7746,144.8798,Western Metropolitan,4918.0,Indoor,560000.0
Moorabbin,52 Bulli St,3,h,S,Buxton,4/2/2016,14.6,3189.0,3.0,2.0,2.0,653.0,180,1950.0,Kingston City Council,-37.9418,145.0549,Southern Metropolitan,2555.0,Carport,1417250.0
Thornbury,3/125 Fyffe St,2,t,S,Nelson,4/2/2016,6.5,3071.0,2.0,1.0,2.0,164.0,95,2009.0,Darebin City Council,-37.7536,144.9825,Northern Metropolitan,8870.0,Carport,805000.0
Ormond,7/30 Walsh St,1,u,VB,Ray,4/2/2016,11.8,3204.0,1.0,1.0,1.0,0.0,36,1960.0,Glen Eira City Council,-37.9028,145.0475,Southern Metropolitan,3578.0,Indoor,250000.0
